Original,SpeltSentence,SpeltSentenceScore,SingleWordReplaced,SingleWordReplacedScore,GPT,GPTScore
the talking refrigerator recited shakespearean sonnets to a captivated audience of sentient time traveling kitchen utensils last night,t%e tal%in% re%ri%erator re%ite% s%a%es%earean sonnets to a %a%ti%ate% a%%ien%e o% sentient ti%e tra%elin% %it%%en %tensils last ni%%t,0.2777777777777778,the talking refrigerator recited shakespearean sonnets to a captivated audience o% sentient ti%e traveling %it%%en utensils last ni%%t,0.7777777777777778,the talking refrigerator recited shakespearean sonnets to a captivated audience of sentient time traveling kitchen utensils last night,1.0
in a realm where clouds taste like chocolate flying turtles play chess with invisible dragons over a rainbow,in a real% %%ere %lo%%s taste li%e %%o%olate %l%in% t%rtles %la% %%ess %it% in%isi%le %ra%ons o%er a rain%o%,0.2222222222222222,in a realm %%ere %lo%%s taste li%e chocolate %l%in% turtles %la% %%ess %it% invisible dragons o%er a rainbow,0.5555555555555556,in a realm where clouds taste like chocolate flying turtles play chess with invisible dragons over a rainbow,1.0
quantum lemons materialized creating a symphony of flavors that only the telepathic giraffes could truly appreciate and critique,%%ant%% le%ons %ateriali%e% %reatin% a s%%%%on% o% %la%ors t%at onl% t%e tele%at%i% %ira%%es %o%l% tr%l% a%%re%iate an% %riti%%e,0.05555555555555555,quantum le%ons materialized creating a symphony o% %la%ors that only the tele%at%i% %ira%%es %o%l% truly appreciate an% critique,0.6111111111111112,quantum lemons materialized creating a symphony of flavors that only the telepathic %ira%%es could truly appreciate and critique,0.9444444444444444
the holographic penguin recited pi to a thousand places impressing the interdimensional council of mathematical flamingos greatly,t%e %olo%ra%%i% %en%%in re%ite% %i to a t%o%san% %la%es i%%ressin% t%e inter%i%ensional %o%n%il o% %at%e%ati%al %la%in%os %reatl%,0.11764705882352941,the %olo%ra%%i% penguin recited %i to a thousand %la%es impressing the inter%i%ensional council o% mathematical %la%in%os greatly,0.6470588235294118,the holographic penguin recited hi to a thousand places impressing the interdimensional council of mathematical %la%in%os greatly,0.8823529411764706
as the sun exploded unicorns riding on comets composed symphonies that resonated through the collapsing fabric of space time,as t%e s%n e%%lo%e% %ni%orns ri%in% on %o%ets %o%%ose% s%%%%onies t%at resonate% t%ro%%% t%e %olla%sin% %a%ri% o% s%a%e ti%e,0.10526315789473684,as the s%n e%%lo%e% %ni%orns riding on %o%ets composed symphonies that resonate% through the collapsing %a%ri% o% s%a%e ti%e,0.5263157894736842,as the sun employed unicorns riding on comets composed symphonies that resonated through the collapsing fabric of space time,0.9473684210526315
the sentient teacup orchestrated a rebellion against the coffee mugs demanding equal rights to contain caffeinated beverages henceforth,t%e sentient tea%%% or%%estrate% a re%ellion a%ainst t%e %o%%ee %%%s %e%an%in% e%%al ri%%ts to %ontain %a%%einate% %e%era%es %en%e%ort%,0.16666666666666666,the sentient teacup or%%estrate% a rebellion against the coffee %%%s demanding equal rights to contain %a%%einate% beverages henceforth,0.8333333333333334,the sentient teacup orchestrated a rebellion against the coffee mugs demanding equal rights to contain caffeinated beverages henceforth,1.0
in a world where trees read minds one courageous daffodil decided to run for president advocating for photosynthesis,in a %orl% %%ere trees rea% %in%s one %o%ra%eo%s %a%%o%il %e%i%e% to r%n %or %resi%ent a%%o%atin% %or %%otos%nt%esis,0.2777777777777778,in a world %%ere trees rea% %in%s one courageous daffodil decided to run %or president advocating %or %%otos%nt%esis,0.6666666666666666,in a world where trees read minds one courageous daffodil decided to run for president advocating for photosynthesis,1.0
the philosophical potato pondered the meaning of existence while levitating carrots solved complex equations in the background,t%e %%iloso%%i%al %otato %on%ere% t%e %eanin% o% e%isten%e %%ile le%itatin% %arrots sol%e% %o%%le% e%%ations in t%e %a%%%ro%n%,0.058823529411764705,the philosophical potato %on%ere% the %eanin% o% existence %%ile le%itatin% %arrots solved %o%%le% equations in the background,0.5882352941176471,the philosophical potato pondered the meaning of existence while le%itatin% carrots solved complex equations in the background,0.9411764705882353
galactic snails raced through wormholes betting on which parallel universe had the best interstellar lettuce to munch on,%ala%ti% snails ra%e% t%ro%%% %or%%oles %ettin% on %%i%% %arallel %ni%erse %a% t%e %est interstellar lett%%e to %%n%% on,0.2777777777777778,%ala%ti% snails ra%e% through %or%%oles %ettin% on %%i%% parallel universe %a% the %est interstellar lettuce to %%n%% on,0.5555555555555556,galactic snails raged through wormholes getting on quick parallel universe had the best interstellar lettuce to munch on,0.8333333333333334
the introverted moon blushed as asteroids composed love letters while venus orchestrated a cosmic dance of shooting stars,t%e intro%erte% %oon %l%s%e% as asteroi%s %o%%ose% lo%e letters %%ile %en%s or%%estrate% a %os%i% %an%e o% s%ootin% stars,0.2222222222222222,the intro%erte% %oon %l%s%e% as asteroi%s composed lo%e letters %%ile %en%s or%%estrate% a cosmic %an%e o% shooting stars,0.4444444444444444,the introverted moon flushed as asteroids composed love letters while genus orchestrated a cosmic dance of shooting stars,0.8888888888888888
a choir of singing atoms serenaded quarks while electrons tap danced to the rhythm of quantum fluctuations nearby,a %%oir o% sin%in% ato%s serena%e% %%ar%s %%ile ele%trons ta% %an%e% to t%e r%%t%% o% %%ant%% %l%%t%ations near%%,0.1111111111111111,a choir o% sin%in% atoms serena%e% %%ar%s %%ile electrons ta% %an%e% to the rhythm o% quantum fluctuations nearby,0.5555555555555556,a choir of singing atoms serena%e% charms while electrons tap handed to the rhythm of quantum fluctuations nearby,0.8333333333333334
the haunted typewriter typed love poems autonomously enamoring the photocopier who replicated them in multiple dimensions,t%e %a%nte% t%%e%riter t%%e% lo%e %oe%s a%tono%o%sl% ena%orin% t%e %%oto%o%ier %%o re%li%ate% t%e% in %%lti%le %i%ensions,0.0625,the %a%nte% typewriter typed lo%e poems a%tono%o%sl% ena%orin% the %%oto%o%ier %%o re%li%ate% t%e% in multiple dimensions,0.5,the haunted typewriter typed love poems autonomously ena%orin% the %%oto%o%ier who replicated them in multiple dimensions,0.875
as the clock struck midnight the books in the library whispered secrets to the enchanted pencils sketching dreams,as t%e %lo%% str%%% %i%ni%%t t%e %oo%s in t%e li%rar% %%is%ere% se%rets to t%e en%%ante% %en%ils s%et%%in% %rea%s,0.16666666666666666,as the %lo%% struck midnight the %oo%s in the library %%is%ere% secrets to the enchanted pencils sketching %rea%s,0.7777777777777778,as the clock struck midnight the books in the library whispered secrets to the enchanted pencils sketching dreams,1.0
the psychic pizza predicted your toppings while the clairvoyant salad foresaw your choice of dressing for dinner,t%e %s%%%i% %i%%a %re%i%te% %o%r to%%in%s %%ile t%e %lair%o%ant sala% %oresa% %o%r %%oi%e o% %ressin% %or %inner,0.0,the psychic %i%%a predicted %o%r to%%in%s %%ile the clairvoyant salad foresaw %o%r choice o% %ressin% %or %inner,0.47058823529411764,the psychic dicha predicted your to%%in%s while the clairvoyant salad foresaw your choice of dressing for dinner,0.8823529411764706
in a twist of fate the rain started to evaporate upwards leaving the confused clouds to ponder gravity,in a t%ist o% %ate t%e rain starte% to e%a%orate %%%ar%s lea%in% t%e %on%%se% %lo%%s to %on%er %ra%it%,0.2777777777777778,in a twist o% %ate the rain started to evaporate upwards lea%in% the confused %lo%%s to %on%er gravity,0.7222222222222222,in a twist of fate the rain started to evaporate upwards leaving the confused clouds to wonder gravity,0.9444444444444444
the rebellious molecule defied chemistry opting to form an alliance with subatomic particles from an alternate reality instead,t%e re%ellio%s %ole%%le %e%ie% %%e%istr% o%tin% to %or% an allian%e %it% s%%ato%i% %arti%les %ro% an alternate realit% instea%,0.2222222222222222,the rebellious molecule %e%ie% chemistry outing to %or% an alliance %it% s%%ato%i% particles %ro% an alternate reality instead,0.6666666666666666,the rebellious molecule defied chemistry outing to form an alliance with s%%ato%i% particles from an alternate reality instead,0.8888888888888888
the invisible artist painted with colors from forgotten dreams capturing the essence of emotions that had no name,t%e in%isi%le artist %ainte% %it% %olors %ro% %or%otten %rea%s %a%t%rin% t%e essen%e o% e%otions t%at %a% no na%e,0.1111111111111111,the invisible artist %ainte% %it% colors %ro% forgotten %rea%s capturing the essence o% emotions that %a% no na%e,0.6111111111111112,the invisible artist painted with colors from forgotten dreams capturing the essence of emotions that had no name,1.0
a curious paradox unfolded as the time traveling linguist taught shakespeare modern slang altering literary history irreversibly,a %%rio%s %ara%o% %n%ol%e% as t%e ti%e tra%elin% lin%%ist ta%%%t s%a%es%eare %o%ern slan% alterin% literar% %istor% irre%ersi%l%,0.11764705882352941,a %%rio%s %ara%o% unfolded as the ti%e traveling linguist taught shakespeare %o%ern slang altering literary history irre%ersi%l%,0.7058823529411765,a curious paradox unfolded as the time traveling linguist taught shakespeare modern slang altering literary history irreversibly,1.0
