Original,SpeltSentence,SpeltSentenceScore,SingleWordReplaced,SingleWordReplacedScore,GPT,GPTScore
a bell rang in the distance signaling the end of the days work and the beginning of the evening,a %ell ran% %n t%e %%stan%e s%%nal%n% t%e en% o% t%e %a%s %or% an% t%e %e%%nn%n% o% t%e e%en%n%,0.05263157894736842,a %ell ran% %n t%e %%stan%e signaling t%e en% o% t%e %a%s %or% an% t%e beginning o% t%e evening,0.21052631578947367,a bell rang in the distance signaling the end of the days work and the beginning of the evening,1.0
a river flowed through the valley its winding path a lifeline for the plants and animals that called it home,a r%%er %lo%e% t%ro%%% t%e %alle% %ts %%n%%n% %at% a l%%el%ne %or t%e %lants an% an%%als t%at %alle% %t %o%e,0.1,a r%%er %lo%e% through t%e %alle% %ts %%n%%n% %at% a l%%el%ne %or t%e plants an% animals that %alle% %t %o%e,0.3,a river flowed through the valley its finding path a lifeline for the plants and animals that called it home,0.95
purple elephants danced gracefully as the moon sang perplexing the bewildered cacti wearing top hats in the desert,%%r%le ele%%ants %an%e% %ra%e%%ll% as t%e %oon san% %er%le%%n% t%e %e%%l%ere% %a%t% %ear%n% to% %ats %n t%e %esert,0.05555555555555555,%%r%le elephants %an%e% gracefully as t%e %oon san% perplexing t%e bewildered %a%t% %ear%n% to% %ats %n t%e desert,0.3333333333333333,purple elephants danced gracefully as the moon sank perplexing the bewildered faith wearing top hats in the desert,0.8888888888888888
time traveling robots served spaghetti on mars while philosophical fish debated existentialism in a parallel universes ocean,t%%e tra%el%n% ro%ots ser%e% s%a%%ett% on %ars %%%le %%%loso%%%%al %%s% %e%ate% e%%stent%al%s% %n a %arallel %n%%erses o%ean,0.11764705882352941,t%%e traveling ro%ots ser%e% s%a%%ett% on %ars %%%le philosophical %%s% debated e%%stent%al%s% %n a parallel %n%%erses ocean,0.4117647058823529,time traveling robots served spaghetti on mars while philosophical fish debated existentialism in a parallel universes ocean,1.0
the talking refrigerator recited shakespearean sonnets to a captivated audience of sentient time traveling kitchen utensils last night,t%e tal%%n% re%r%%erator re%%te% s%a%es%earean sonnets to a %a%t%%ate% a%%%en%e o% sent%ent t%%e tra%el%n% %%t%%en %tens%ls last n%%%t,0.2222222222222222,t%e talking refrigerator re%%te% shakespearean sonnets to a captivated audience o% sentient t%%e traveling %%t%%en utensils last n%%%t,0.6666666666666666,the talking refrigerator recited shakespearean sonnets to a captivated audience of sentient time traveling kitchen utensils last night,1.0
in a realm where clouds taste like chocolate flying turtles play chess with invisible dragons over a rainbow,%n a real% %%ere %lo%%s taste l%%e %%o%olate %l%%n% t%rtles %la% %%ess %%t% %n%%s%%le %ra%ons o%er a ra%n%o%,0.16666666666666666,%n a realm %%ere %lo%%s taste l%%e chocolate %l%%n% turtles %la% %%ess %%t% invisible dragons o%er a rainbow,0.5,in a realm where clouds taste like chocolate flying turtles play chess with invisible dragons over a rainbow,1.0
quantum lemons materialized creating a symphony of flavors that only the telepathic giraffes could truly appreciate and critique,%%ant%% le%ons %ater%al%%e% %reat%n% a s%%%%on% o% %la%ors t%at onl% t%e tele%at%%% %%ra%%es %o%l% tr%l% a%%re%%ate an% %r%t%%%e,0.05555555555555555,quantum le%ons materialized creating a symphony o% %la%ors that only t%e tele%at%%% piracies %o%l% truly appreciate an% critique,0.5555555555555556,quantum lemons materialized creating a symphony of flavors that only the telepathic piracies could truly appreciate and critique,0.9444444444444444
the holographic penguin recited pi to a thousand places impressing the interdimensional council of mathematical flamingos greatly,t%e %olo%ra%%%% %en%%%n re%%te% %% to a t%o%san% %la%es %%%ress%n% t%e %nter%%%ens%onal %o%n%%l o% %at%e%at%%al %la%%n%os %reatl%,0.11764705882352941,t%e %olo%ra%%%% penguin re%%te% %% to a thousand %la%es impressing t%e %nter%%%ens%onal council o% mathematical %la%%n%os greatly,0.47058823529411764,the %olo%ra%%%% penguin recited pi to a thousand places impressing the interdimensional council of mathematical flamingos greatly,0.9411764705882353
as the sun exploded unicorns riding on comets composed symphonies that resonated through the collapsing fabric of space time,as t%e s%n e%%lo%e% %n%%orns r%%%n% on %o%ets %o%%ose% s%%%%on%es t%at resonate% t%ro%%% t%e %olla%s%n% %a%r%% o% s%a%e t%%e,0.10526315789473684,as t%e s%n e%%lo%e% %n%%orns r%%%n% on %o%ets composed symphonies that resonate% through t%e collapsing %a%r%% o% s%a%e t%%e,0.3684210526315789,as the sun employed unicorns riding on comets composed symphonies that resonated through the collapsing fabric of space time,0.9473684210526315
the sentient teacup orchestrated a rebellion against the coffee mugs demanding equal rights to contain caffeinated beverages henceforth,t%e sent%ent tea%%% or%%estrate% a re%ell%on a%a%nst t%e %o%%ee %%%s %e%an%%n% e%%al r%%%ts to %onta%n %a%%e%nate% %e%era%es %en%e%ort%,0.1111111111111111,t%e sentient teacup or%%estrate% a rebellion against t%e coffee %%%s demanding equal rights to contain %a%%e%nate% beverages henceforth,0.7222222222222222,the sentient teacup orchestrated a rebellion against the coffee mugs demanding equal rights to contain caffeinated beverages henceforth,1.0
in a world where trees read minds one courageous daffodil decided to run for president advocating for photosynthesis,%n a %orl% %%ere trees rea% %%n%s one %o%ra%eo%s %a%%o%%l %e%%%e% to r%n %or %res%%ent a%%o%at%n% %or %%otos%nt%es%s,0.2222222222222222,%n a world %%ere trees rea% %%n%s one courageous daffodil %e%%%e% to r%n %or %res%%ent advocating %or %%otos%nt%es%s,0.4444444444444444,in a world where trees read minds one courageous daffodil decided to run for president advocating for photosynthesis,1.0
the philosophical potato pondered the meaning of existence while levitating carrots solved complex equations in the background,t%e %%%loso%%%%al %otato %on%ere% t%e %ean%n% o% e%%sten%e %%%le le%%tat%n% %arrots sol%e% %o%%le% e%%at%ons %n t%e %a%%%ro%n%,0.0,t%e philosophical potato %on%ere% t%e %ean%n% o% existence %%%le le%%tat%n% %arrots solved %o%%le% equations %n t%e background,0.35294117647058826,the philosophical potato wondered the meaning of existence while levitating carrots solved complex equations in the background,0.9411764705882353
galactic snails raced through wormholes betting on which parallel universe had the best interstellar lettuce to munch on,%ala%t%% sna%ls ra%e% t%ro%%% %or%%oles %ett%n% on %%%%% %arallel %n%%erse %a% t%e %est %nterstellar lett%%e to %%n%% on,0.16666666666666666,%ala%t%% snails ra%e% through %or%%oles %ett%n% on %%%%% parallel universe %a% t%e %est %nterstellar lettuce to %%n%% on,0.4444444444444444,galactic snails raced through wormholes betting on which parallel universe had the best interstellar lettuce to munch on,1.0
the introverted moon blushed as asteroids composed love letters while venus orchestrated a cosmic dance of shooting stars,t%e %ntro%erte% %oon %l%s%e% as astero%%s %o%%ose% lo%e letters %%%le %en%s or%%estrate% a %os%%% %an%e o% s%oot%n% stars,0.2222222222222222,t%e %ntro%erte% %oon %l%s%e% as astero%%s composed lo%e letters %%%le %en%s or%%estrate% a cosmic %an%e o% shooting stars,0.3888888888888889,the introverted moon blushed as asteroids composed love letters while venus orchestrated a cosmic dance of shooting stars,1.0
a choir of singing atoms serenaded quarks while electrons tap danced to the rhythm of quantum fluctuations nearby,a %%o%r o% s%n%%n% ato%s serena%e% %%ar%s %%%le ele%trons ta% %an%e% to t%e r%%t%% o% %%ant%% %l%%t%at%ons near%%,0.1111111111111111,a choir o% s%n%%n% atoms serena%e% %%ar%s %%%le electrons ta% %an%e% to t%e rhythm o% quantum fluctuations nearby,0.5,a choir of singing atoms serenaded quarks while electrons tap danced to the rhythm of quantum fluctuations nearby,1.0
the haunted typewriter typed love poems autonomously enamoring the photocopier who replicated them in multiple dimensions,t%e %a%nte% t%%e%r%ter t%%e% lo%e %oe%s a%tono%o%sl% ena%or%n% t%e %%oto%o%%er %%o re%l%%ate% t%e% %n %%lt%%le %%%ens%ons,0.0,t%e %a%nte% typewriter t%%e% lo%e poems a%tono%o%sl% ena%or%n% t%e %%oto%o%%er %%o re%l%%ate% t%e% %n multiple dimensions,0.25,the haunted typewriter typed love poems autonomously enamoring the %%oto%o%%er who replicated them in multiple dimensions,0.9375
as the clock struck midnight the books in the library whispered secrets to the enchanted pencils sketching dreams,as t%e %lo%% str%%% %%%n%%%t t%e %oo%s %n t%e l%%rar% %%%s%ere% se%rets to t%e en%%ante% %en%%ls s%et%%%n% %rea%s,0.1111111111111111,as t%e %lo%% str%%% midnight t%e %oo%s %n t%e library %%%s%ere% secrets to t%e enchanted pencils sketching %rea%s,0.4444444444444444,as the clock struck midnight the books in the library whispered secrets to the enchanted pencils sketching dreams,1.0
the psychic pizza predicted your toppings while the clairvoyant salad foresaw your choice of dressing for dinner,t%e %s%%%%% %%%%a %re%%%te% %o%r to%%%n%s %%%le t%e %la%r%o%ant sala% %oresa% %o%r %%o%%e o% %ress%n% %or %%nner,0.0,t%e psychic %%%%a %re%%%te% %o%r to%%%n%s %%%le t%e clairvoyant salad foresaw %o%r %%o%%e o% %ress%n% %or %%nner,0.23529411764705882,the psychic pizza predicted your toppings while the clairvoyant salad foresaw your choice of dressing for dinner,1.0
in a twist of fate the rain started to evaporate upwards leaving the confused clouds to ponder gravity,%n a t%%st o% %ate t%e ra%n starte% to e%a%orate %%%ar%s lea%%n% t%e %on%%se% %lo%%s to %on%er %ra%%t%,0.16666666666666666,%n a twist o% %ate t%e rain started to evaporate %%%ar%s lea%%n% t%e confused %lo%%s to %on%er gravity,0.5,in a twist of fate the rain started to evaporate upwards leaving the confused clouds to ponder gravity,1.0
the rebellious molecule defied chemistry opting to form an alliance with subatomic particles from an alternate reality instead,t%e re%ell%o%s %ole%%le %e%%e% %%e%%str% o%t%n% to %or% an all%an%e %%t% s%%ato%%% %art%%les %ro% an alternate real%t% %nstea%,0.2222222222222222,t%e rebellious molecule %e%%e% chemistry outing to %or% an alliance %%t% s%%ato%%% particles %ro% an alternate reality instead,0.6111111111111112,the rebellious molecule defied chemistry outing to form an alliance with subatomic particles from an alternate reality instead,0.9444444444444444
the invisible artist painted with colors from forgotten dreams capturing the essence of emotions that had no name,t%e %n%%s%%le art%st %a%nte% %%t% %olors %ro% %or%otten %rea%s %a%t%r%n% t%e essen%e o% e%ot%ons t%at %a% no na%e,0.05555555555555555,t%e invisible artist %a%nte% %%t% colors %ro% forgotten %rea%s capturing t%e essence o% emotions that %a% no na%e,0.5,the invisible artist painted with colors from forgotten dreams capturing the essence of emotions that had no name,1.0
a curious paradox unfolded as the time traveling linguist taught shakespeare modern slang altering literary history irreversibly,a %%r%o%s %ara%o% %n%ol%e% as t%e t%%e tra%el%n% l%n%%%st ta%%%t s%a%es%eare %o%ern slan% alter%n% l%terar% %%stor% %rre%ers%%l%,0.11764705882352941,a %%r%o%s %ara%o% %n%ol%e% as t%e t%%e traveling linguist taught shakespeare %o%ern slang altering literary history %rre%ers%%l%,0.5882352941176471,a curious paradox unfolded as the time traveling linguist taught shakespeare modern slang altering literary history irreversibly,1.0
